days_since_last_login,avg_catalogs_opened,products_in_tariff,manager_interactions,avg_time_in_product,total_products_purchased,support_satisfaction,days_until_sub_end,risk_score
119,0.9,2,5,70,7,2.2,340,8
126,3.0,2,6,42,1,1.3,27,5
15,8.8,2,8,37,7,1.4,341,5
61,7.6,4,2,71,2,1.6,301,5
112,0.7,2,9,104,7,3.8,273,7
175,5.4,4,6,81,6,1.1,22,5
157,5.5,3,9,39,3,1.3,98,5
11,4.3,1,2,83,4,4.8,284,0
34,3.3,5,1,49,2,1.3,307,5
10,7.0,3,6,26,3,3.1,109,0
63,2.5,4,3,111,5,3.6,202,4
49,8.1,3,0,72,2,4.8,105,6
148,8.1,5,5,21,6,4.6,45,4
68,4.4,1,5,9,3,2.8,256,7
47,3.2,5,5,89,4,4.8,143,4
19,3.2,4,1,61,4,2.7,24,5
100,5.1,5,0,92,7,3.7,61,6
171,7.3,3,2,99,3,2.0,229,5
160,3.9,2,1,44,5,3.5,81,4
136,6.3,3,5,34,7,3.2,335,4
67,4.1,4,5,46,6,3.4,210,4
34,3.4,1,4,11,3,3.7,196,6
64,0.7,5,9,117,1,1.7,346,8
7,0.5,1,9,75,3,2.2,197,4
44,2.7,4,4,95,3,3.9,161,4
86,4.4,5,8,92,6,1.7,207,5
174,8.6,3,4,23,4,2.4,308,5
167,8.1,3,9,45,7,3.7,43,4
75,3.0,4,5,38,5,4.8,287,4
75,2.8,5,3,26,7,1.3,278,5
173,2.7,3,9,56,3,3.1,274,4
46,3.7,4,0,119,2,1.3,220,7
14,5.2,4,3,95,4,2.5,284,1
104,4.7,1,1,10,4,1.7,145,7
146,2.6,3,9,78,3,3.6,68,4
25,1.7,5,2,113,6,4.0,139,7
51,0.6,3,6,99,2,2.0,9,8
92,2.0,3,6,29,3,3.9,110,4
149,7.2,3,0,70,2,2.8,36,7
20,2.8,4,7,14,4,2.1,80,7
50,5.0,2,6,78,2,3.1,95,4
37,6.1,2,0,30,7,2.5,54,7
19,8.9,1,7,9,3,1.9,131,7
156,8.9,3,1,90,1,4.0,222,4
178,7.6,2,7,72,1,4.2,62,4
131,0.8,1,2,102,2,4.2,11,7
54,6.0,4,9,75,6,2.5,145,5
91,8.0,3,6,54,3,1.7,263,5
27,0.7,5,5,21,5,4.4,31,7
3,5.7,4,4,15,1,2.3,48,1
149,8.6,1,9,57,4,4.0,359,4
75,5.0,4,1,54,7,4.3,186,4
172,0.5,5,1,12,3,4.1,342,9
66,0.6,4,0,96,3,2.6,98,10
85,4.5,1,8,112,7,4.8,166,4
161,2.0,5,7,101,1,3.6,305,4
90,6.8,5,7,66,7,3.3,212,4
104,7.2,4,0,93,7,3.8,198,6
0,2.2,5,4,89,5,1.2,245,1
71,8.9,4,5,80,7,2.6,153,5
86,4.7,3,1,94,4,4.5,95,4
165,1.9,5,9,33,5,1.6,62,8
5,7.8,4,4,106,4,2.7,193,1
152,8.0,3,5,103,1,2.6,321,5
144,6.6,5,8,105,3,2.4,358,5
60,8.6,3,9,114,4,3.2,301,4
11,7.5,5,0,48,3,5.0,271,2
5,8.9,1,9,113,2,2.0,89,1
26,4.6,1,2,49,2,3.8,327,4
135,7.6,4,8,33,1,4.0,271,4
123,10.0,2,0,117,1,3.3,84,6
105,7.4,1,0,92,6,1.4,294,7
92,1.6,2,0,63,1,3.3,35,9
108,5.4,3,6,19,2,4.8,17,4
98,6.1,3,4,74,4,2.4,76,5
167,2.2,2,5,100,7,3.6,48,4
141,9.6,4,7,48,7,4.8,358,4
34,2.2,5,1,102,7,4.2,235,4
175,2.2,2,1,40,5,3.8,43,4
83,9.2,2,2,88,7,4.9,108,4
55,4.9,2,2,61,1,1.7,128,5
176,1.1,2,2,68,7,4.1,6,8
140,6.2,2,3,80,5,2.6,303,5
48,6.2,4,2,103,5,2.4,111,5
45,1.1,1,1,117,2,3.1,212,7
112,9.7,5,8,42,6,1.1,303,5
135,5.7,1,5,21,4,2.3,306,5
42,5.8,2,2,31,2,1.7,362,5
147,5.4,1,8,21,1,1.6,65,5
123,6.3,4,3,67,2,2.3,30,5
96,3.0,3,3,15,2,4.2,294,4
89,3.2,1,7,68,2,1.8,264,5
38,5.4,5,6,43,1,3.1,296,4
84,8.2,4,6,6,1,4.0,318,6
176,1.0,3,9,119,2,2.0,13,8
61,6.2,4,6,70,2,4.7,57,4
105,8.2,2,9,58,5,4.5,343,4
106,2.0,3,4,33,4,2.0,241,5
53,0.6,5,6,49,5,5.0,352,7
125,3.5,3,3,92,6,3.7,247,4
8,6.1,5,7,92,4,2.1,97,1
87,1.8,2,8,84,6,3.7,161,7
36,4.5,5,2,35,4,3.7,246,4
48,5.7,4,6,53,2,3.4,325,4
40,6.2,1,9,111,5,3.8,341,4
16,3.1,4,8,13,4,2.1,3,8
87,4.3,4,0,31,6,4.9,305,6
20,7.9,3,1,60,4,4.4,260,4
50,9.4,2,6,109,1,4.0,330,4
58,8.7,1,1,82,4,1.1,44,5
166,5.9,5,6,49,7,3.4,210,4
40,4.4,3,0,93,2,3.8,243,6
38,3.7,2,2,47,3,4.4,202,4
140,1.7,1,4,112,1,4.8,202,7
10,1.5,4,5,26,3,4.7,26,3
146,7.0,2,8,103,2,2.6,117,5
138,3.0,2,8,37,7,4.6,225,4
76,2.9,2,2,31,3,1.0,359,5
126,10.0,4,7,44,4,2.4,204,5
45,2.3,5,3,30,3,1.5,246,5
44,1.9,3,6,87,5,4.5,48,7
0,1.4,5,5,49,2,4.7,252,3
167,6.0,1,7,107,5,2.0,77,5
107,6.5,3,5,49,3,2.5,256,5
18,4.0,1,3,30,7,4.9,119,4
75,5.6,4,1,74,5,3.3,34,4
71,8.0,5,6,71,1,3.0,311,4
108,8.3,2,3,10,3,3.0,142,6
11,9.6,3,8,32,6,3.8,196,0
160,8.3,2,8,71,5,4.8,259,4
44,5.9,1,6,17,4,2.5,83,5
89,2.2,2,4,67,3,1.7,191,5
102,1.4,2,2,17,7,1.7,21,8
7,1.0,4,2,81,6,1.1,23,4
152,6.8,4,8,5,7,3.2,74,6
90,8.2,5,8,44,1,4.7,133,4
173,5.3,1,3,41,4,3.9,166,4
86,1.0,4,0,35,3,5.0,109,9
157,5.6,4,9,21,7,4.6,89,4
174,9.4,5,4,13,4,3.0,36,6
176,6.2,3,7,113,3,2.9,309,5
174,8.2,5,9,68,3,3.5,50,4
83,8.1,2,3,61,2,1.4,59,5
81,9.4,2,9,17,5,3.4,71,4
145,7.8,4,9,41,3,2.9,127,5
67,7.6,4,3,18,1,3.6,306,4
160,2.7,5,8,79,6,3.3,61,4
126,1.1,5,8,29,5,2.2,304,8
163,5.4,1,6,99,2,3.4,178,4
81,1.7,2,9,82,5,2.5,27,8
146,9.6,5,7,61,5,1.8,239,5
155,3.3,3,3,75,3,3.7,231,4
167,8.6,1,7,92,1,2.2,152,5
83,4.2,5,5,117,3,4.6,332,4
112,3.6,4,2,104,7,1.8,6,6
75,9.4,5,6,46,1,3.4,64,4
121,4.0,4,2,46,7,3.3,122,4
142,4.2,4,6,51,1,1.8,35,5
40,1.5,2,4,48,4,2.8,237,8
166,6.9,2,3,45,3,3.7,72,4
1,3.2,5,2,7,7,2.3,29,3
28,6.1,5,7,115,2,1.5,226,5
104,6.1,3,3,112,6,3.5,302,4
50,7.3,1,7,94,5,1.9,346,5
74,7.6,1,9,115,4,3.7,284,4
9,5.4,5,2,94,7,4.4,4,1
141,3.6,2,9,5,2,1.5,64,7
50,8.5,3,8,83,6,2.8,234,5
117,3.4,1,5,15,6,2.8,114,5
120,5.3,5,4,105,3,3.5,318,4
38,4.3,2,4,11,1,2.3,245,7
27,8.6,2,2,16,7,2.7,348,5
2,4.6,2,1,42,3,1.0,16,1
83,4.2,4,5,58,6,1.5,306,5
154,7.1,2,0,71,3,3.3,36,6
116,6.2,5,6,110,4,1.9,343,5
1,1.5,3,4,57,7,1.6,218,4
92,5.3,5,3,94,2,2.3,136,5
165,7.5,2,8,98,6,1.7,245,5
130,9.9,3,9,36,7,1.2,37,5
143,6.5,1,0,104,4,2.1,250,7
93,4.0,1,3,49,2,1.7,52,5
39,2.6,5,2,55,4,4.2,345,4
1,8.8,3,5,41,5,1.3,308,1
80,8.2,5,4,63,1,4.0,202,4
168,2.7,3,6,58,1,2.5,48,5
11,2.4,3,0,22,1,3.7,121,2
162,7.3,5,4,5,5,1.2,325,7
64,3.5,3,1,25,6,4.7,15,4
54,3.4,2,1,32,6,4.1,268,4
44,1.9,3,1,116,5,1.6,235,8
100,3.0,3,8,20,1,1.9,120,5
61,4.6,5,9,52,1,3.6,138,4
48,7.5,1,2,32,2,4.7,86,4
126,3.7,4,3,26,2,2.8,129,5
152,3.6,3,4,87,3,2.9,251,5
22,3.2,4,3,116,7,2.0,349,5
151,5.0,3,3,5,7,2.5,274,7
37,2.2,5,4,99,7,2.1,359,5
27,5.1,5,9,46,4,2.4,300,5
20,7.2,3,8,102,2,1.1,46,5
106,0.8,5,8,114,2,1.2,78,8
145,0.6,5,5,108,2,3.7,297,7
163,1.2,3,2,74,2,3.7,363,7
98,5.6,1,5,96,5,2.3,341,5
172,8.6,3,9,7,3,4.5,218,6
118,0.5,1,3,99,2,2.1,110,8
72,9.4,5,2,84,6,2.6,226,5
121,1.5,1,5,85,4,3.9,274,7
29,8.5,5,5,48,7,4.0,255,4
107,5.1,1,1,31,2,4.4,38,4
97,6.8,1,8,55,5,1.1,134,5
31,5.4,3,7,28,6,1.7,294,5
155,5.0,1,5,24,7,3.6,97,4
171,8.4,5,0,36,1,2.4,33,7
78,7.7,3,1,103,1,1.2,67,5
40,5.1,1,3,17,7,3.3,190,4
62,1.6,3,6,116,3,2.6,198,8
22,1.6,4,8,47,1,2.5,47,8
103,8.1,3,9,24,2,2.1,258,5
74,5.5,4,4,116,7,1.0,212,5
47,5.1,4,9,6,5,1.7,161,7
159,7.0,3,1,72,3,2.9,112,5
56,8.7,5,0,95,6,2.1,136,7
117,6.5,5,9,64,2,4.5,316,4
99,7.7,5,0,93,1,1.6,11,7
123,7.8,2,4,8,4,4.5,358,6
160,3.9,4,6,100,2,2.6,237,5
151,3.1,3,8,21,4,2.1,283,5
166,8.1,5,8,5,6,2.2,175,7
33,4.1,5,7,37,4,2.3,224,5
155,9.1,3,0,34,6,3.0,74,6
164,1.2,4,4,9,3,2.4,134,10
6,1.1,3,5,16,5,3.6,81,3
164,9.3,2,5,106,1,2.7,82,5
55,6.7,2,3,36,1,3.7,141,4
64,4.1,3,0,42,2,3.4,208,6
46,7.7,4,2,21,7,2.0,214,5
147,6.9,5,9,62,1,4.3,309,4
18,5.5,2,3,113,3,4.2,254,4
156,1.4,2,3,44,1,5.0,187,7
145,8.2,4,3,100,2,1.7,246,5
162,8.7,2,4,28,1,4.4,254,4
170,2.1,2,8,16,5,4.5,322,4
125,8.6,4,3,115,6,3.6,161,4
138,8.8,3,8,99,4,3.0,344,4
48,5.7,5,8,23,4,4.8,166,4
112,6.7,5,0,33,6,4.9,77,6
37,4.1,2,4,89,4,3.6,174,4
63,3.2,5,8,94,5,2.4,19,5
68,7.4,3,3,56,3,4.3,95,4
135,8.7,2,4,96,2,1.4,179,5
161,6.7,5,3,21,5,2.2,94,5
175,5.4,1,1,77,2,4.9,70,4
115,2.0,1,9,25,3,4.3,189,4
64,1.0,1,1,118,5,4.8,131,7
30,4.7,1,1,64,1,3.4,138,4
131,1.0,1,0,102,7,2.6,274,10
112,5.9,2,2,79,3,4.9,101,4
108,4.1,4,9,24,4,2.2,282,5
177,7.7,4,0,117,5,4.0,28,6
68,3.4,2,3,57,3,3.2,17,4
157,6.1,2,0,118,3,1.9,243,7
119,5.6,3,3,115,5,1.1,174,5
87,0.5,4,2,107,4,2.5,88,8
66,1.2,1,8,84,6,3.2,19,7
74,3.3,2,0,67,4,1.7,325,7
44,8.9,1,7,61,3,2.7,355,5
3,1.9,4,8,33,2,3.5,17,3
153,7.3,5,6,5,6,3.9,37,6
154,9.7,5,0,86,6,1.2,88,7
173,8.0,2,3,63,3,3.7,339,4
106,2.8,3,9,68,5,1.2,149,5
50,9.1,1,0,90,5,1.1,203,7
49,1.4,2,3,76,5,1.6,232,8
5,4.9,3,2,75,4,3.6,103,0
58,8.9,1,1,93,1,1.2,110,5
124,6.6,4,0,98,5,1.1,224,7
142,4.4,5,5,102,5,1.5,220,5
29,3.3,3,6,48,6,4.8,25,4
169,4.1,1,5,52,2,4.6,63,4
121,5.3,2,8,109,2,1.3,253,5
124,3.5,1,8,79,3,2.2,248,5
36,9.7,2,1,19,3,4.8,223,4
169,9.4,5,1,39,3,1.4,313,5
123,8.8,5,8,27,5,1.4,130,5
100,4.5,1,0,57,2,1.3,29,7
34,7.1,1,4,49,3,4.9,274,4
86,9.1,2,0,89,2,4.0,9,6
133,8.6,2,6,96,5,1.9,88,5
17,4.4,3,8,17,6,1.2,146,5
112,1.6,3,5,38,5,4.9,126,7
28,1.2,3,1,42,3,2.7,185,8
76,6.0,1,5,74,5,3.4,123,4
58,6.6,3,8,112,5,2.1,106,5
174,8.6,1,2,72,2,4.0,340,4
125,3.3,5,8,9,1,1.8,5,8
144,2.1,4,7,44,4,4.1,50,4
108,4.1,5,6,74,3,1.9,313,5
21,3.9,1,7,25,7,1.4,135,5
67,1.8,1,9,32,1,2.9,1,9
68,6.9,4,5,7,6,4.3,17,6
164,5.3,2,2,27,7,2.5,248,5
48,7.4,2,6,76,3,1.1,184,5
140,3.9,2,3,23,1,3.2,221,4
161,3.6,3,9,79,5,3.7,227,4
108,5.0,2,4,54,3,4.0,347,4
85,8.8,3,7,78,1,2.6,193,5
52,0.9,3,6,62,4,1.4,311,8
122,8.1,2,6,96,5,3.3,209,4
86,4.0,2,7,24,3,2.3,298,5
178,8.6,4,9,112,6,4.8,328,4
130,8.1,4,2,96,6,3.0,71,4
41,3.8,3,2,97,3,2.9,116,5
97,7.1,4,1,76,1,2.2,263,5
159,2.0,3,0,87,3,2.4,4,8
108,9.0,1,9,57,7,3.1,268,4
50,4.3,3,5,116,5,2.2,6,6
84,4.8,3,5,89,2,4.6,20,4
173,7.2,4,9,86,6,2.8,36,5
126,8.3,1,7,13,1,2.2,172,7
20,2.7,5,5,8,4,1.6,61,7
43,6.8,5,5,45,3,3.7,205,4
138,4.2,5,0,29,5,1.1,100,7
102,4.0,1,6,38,3,2.8,118,5
67,7.1,2,6,77,4,3.2,178,4
128,4.2,1,9,13,5,2.4,131,7
91,3.8,4,8,86,4,4.0,341,4
23,8.4,3,6,79,5,3.7,74,4
124,1.5,3,7,17,2,4.9,289,7
140,6.9,4,3,106,6,3.0,44,4
110,2.9,4,8,13,5,3.2,143,6
97,0.6,3,0,84,4,2.0,136,10
138,2.1,2,7,8,1,2.5,207,7
178,6.3,2,2,38,6,1.1,230,5
16,7.2,2,0,11,7,3.8,271,8
98,0.7,4,1,19,2,2.2,94,8
81,0.8,3,5,42,3,3.2,260,7
103,9.1,3,4,79,2,2.0,126,5
151,1.2,3,2,100,2,3.5,166,7
18,9.0,1,8,95,3,2.8,17,5
164,2.7,1,7,98,5,2.9,147,5
84,7.5,5,2,56,2,4.8,246,4
7,3.4,1,1,85,6,3.8,129,0
27,8.7,2,7,104,2,2.0,295,5
4,7.2,2,4,87,1,3.0,265,0
144,4.3,2,8,11,6,2.9,319,7
100,1.2,2,0,111,1,4.2,41,9
163,7.5,5,9,49,6,4.3,202,4
117,6.4,2,2,63,4,2.1,180,5
146,0.5,4,4,25,3,4.3,348,7
63,0.6,4,1,32,6,1.7,180,8
90,8.2,4,2,7,6,4.1,295,6
116,3.0,1,3,18,5,2.0,143,5
97,6.5,3,3,6,5,2.2,60,7
10,4.8,5,8,33,4,4.4,208,0
53,8.7,4,0,22,5,2.7,165,7
172,9.2,4,8,41,7,5.0,299,4
46,10.0,2,8,49,7,1.6,142,5
139,2.0,4,5,49,5,2.9,350,5
148,8.7,2,0,28,7,3.9,60,6
138,3.0,2,5,50,1,1.0,262,5
4,6.1,3,7,16,7,1.6,123,1
19,5.3,1,4,57,5,1.1,237,5
168,0.7,2,4,49,5,5.0,29,7
45,9.4,2,0,36,7,4.0,254,6
11,1.2,3,0,22,4,2.5,89,6
69,7.0,2,7,17,4,1.6,138,5
16,8.0,5,4,8,2,1.4,361,7
114,8.1,1,7,27,5,3.1,347,4
146,1.8,5,9,66,5,4.9,206,7
153,4.8,4,1,58,6,3.7,92,4
47,8.4,1,3,78,5,2.5,133,5
107,3.4,4,9,59,1,3.0,203,4
51,4.9,2,8,73,7,5.0,306,4
95,3.1,3,2,118,6,3.1,335,4
69,4.9,5,5,44,5,4.9,109,4
101,8.9,4,6,18,1,1.1,37,5
74,4.8,2,2,102,2,3.9,21,4
160,5.8,5,0,32,6,3.5,224,6
150,4.3,5,1,76,7,3.7,345,4
142,4.9,4,9,84,7,3.3,167,4
154,0.6,2,6,99,3,1.2,134,8
178,3.2,3,6,75,5,1.6,109,5
81,4.6,4,0,71,6,4.7,223,6
91,6.5,5,9,33,7,1.9,167,5
178,4.8,5,6,104,4,5.0,106,4
174,3.7,1,9,65,6,3.7,23,4
3,4.2,2,5,107,4,2.8,296,1
134,2.8,1,5,72,5,4.7,306,4
108,9.3,3,6,13,1,4.2,357,6
162,5.5,4,6,21,4,2.7,210,5
47,0.6,5,0,53,6,1.3,170,10
72,0.7,2,9,67,6,4.5,68,7
71,9.7,5,4,88,7,4.1,221,4
115,2.6,1,7,82,4,4.2,152,4
172,8.2,1,7,50,2,4.0,349,4
80,1.1,4,2,97,7,2.1,280,8
80,9.3,2,2,17,2,4.4,200,4
112,8.8,2,6,104,2,1.0,218,5
95,5.9,4,3,49,4,1.9,103,5
71,0.6,1,5,57,4,1.2,298,8
146,2.9,1,8,21,6,1.4,314,5
62,4.4,1,9,51,5,3.1,309,4
37,4.9,5,1,66,5,1.1,334,5
66,3.3,3,1,54,1,1.7,229,5
68,0.8,1,5,47,4,1.9,53,8
12,6.1,3,2,72,7,3.6,188,0
174,5.5,3,0,88,7,2.9,221,7
30,3.2,2,1,79,5,2.8,74,5
113,0.9,4,6,110,5,4.1,348,7
21,9.9,5,3,90,2,2.8,171,5
92,5.1,3,1,113,2,2.4,41,5
170,7.7,5,7,76,7,4.8,156,4
66,4.8,2,3,32,7,1.0,334,5
53,0.9,1,3,49,2,2.2,80,8
137,3.4,3,1,45,3,3.4,207,4
41,3.5,4,0,98,5,4.1,313,6
63,8.5,2,0,101,2,4.3,85,6
125,6.7,5,2,101,2,1.2,231,5
20,3.1,1,5,115,4,3.8,176,4
168,9.7,5,6,40,7,3.9,106,4
151,3.6,4,8,95,6,1.9,138,5
34,10.0,3,4,88,2,1.5,101,5
29,10.0,4,8,37,4,4.0,309,4
56,2.3,5,7,29,1,2.0,29,5
46,3.5,5,0,112,2,1.0,193,7
162,5.1,4,2,111,6,1.9,320,5
18,6.8,4,7,23,4,1.1,243,5
113,5.5,4,8,51,6,2.0,313,5
7,9.7,1,3,89,2,2.3,184,1
25,7.4,5,5,110,1,2.1,292,5
112,2.5,2,3,37,2,4.7,246,4
70,1.5,1,8,71,4,1.9,117,8
29,7.0,1,1,18,1,2.9,72,5
134,2.0,1,5,83,1,4.8,68,4
66,8.0,2,2,37,1,4.5,241,4
64,3.5,4,9,46,3,2.2,151,5
35,3.6,5,3,90,4,2.3,318,5
24,0.6,3,1,69,3,3.4,93,7
36,7.2,3,7,99,6,4.7,270,4
0,1.6,5,9,51,1,1.0,228,4
142,7.8,2,7,39,3,2.6,29,5
36,5.2,3,0,88,2,4.4,112,6
140,8.0,1,9,36,3,2.6,334,5
135,6.0,3,5,59,5,3.9,147,4
132,1.3,5,0,58,6,3.8,56,9
127,7.8,1,5,80,1,1.8,176,5
126,1.2,3,6,55,1,2.8,311,8
0,5.0,5,1,84,7,3.3,55,0
163,2.1,2,8,63,6,3.9,264,4
34,7.6,5,7,76,6,4.3,236,4
103,9.2,2,8,18,4,4.0,277,4
22,5.8,1,9,22,2,1.1,76,5
8,5.5,5,3,59,7,3.7,123,0
33,7.8,4,3,98,6,3.0,27,4
173,0.5,4,7,101,7,3.3,141,7
127,9.2,4,0,102,6,2.5,157,7
3,2.4,4,7,60,7,3.9,166,0
157,9.8,4,6,112,4,3.7,184,4
101,7.5,2,6,53,6,3.3,11,4
74,7.9,5,8,102,3,4.4,168,4
98,6.7,1,9,64,5,1.4,318,5
71,5.0,4,6,117,5,2.2,105,5
2,5.9,4,1,57,5,3.0,253,0
141,0.9,1,0,75,6,4.8,97,9
172,6.4,1,0,10,7,1.3,118,9
33,6.4,4,6,74,5,2.3,225,5
44,9.0,2,4,90,2,4.7,151,4
60,5.3,1,3,12,3,4.6,202,6
82,1.2,5,4,105,5,4.5,162,7
122,3.4,5,9,19,1,2.2,296,5
101,6.7,2,9,30,6,4.4,121,4
15,2.8,3,5,43,3,3.0,15,4
65,3.2,2,9,7,2,3.5,335,6
167,8.3,4,5,61,5,2.0,105,5
144,6.1,3,0,14,2,3.8,261,8
118,5.3,4,1,7,6,2.3,19,7
161,3.5,5,2,98,5,2.4,243,5
123,7.4,1,3,50,1,3.5,243,4
143,3.2,4,5,26,3,2.0,211,5
101,7.5,5,8,71,7,1.9,223,5
65,1.2,2,1,69,1,2.5,352,8
12,8.7,4,7,101,5,4.1,261,0
110,5.2,5,8,23,4,1.9,219,5
158,4.7,1,1,104,3,4.1,7,4
33,6.3,4,8,66,2,3.8,13,4
38,6.4,5,6,102,5,3.7,129,4
135,1.8,4,8,61,1,2.9,21,8
119,7.7,1,5,99,6,4.0,224,4
125,3.1,4,1,111,7,1.1,234,5
54,9.1,4,7,92,4,2.2,340,5
26,8.3,5,9,80,7,3.7,198,4
117,3.8,3,8,17,6,4.9,133,4
52,8.2,4,7,20,5,1.0,177,5
38,3.9,3,1,20,2,3.0,43,4
64,1.5,2,7,119,1,4.7,7,7
144,9.6,4,2,56,3,4.5,279,4
157,6.7,3,2,88,4,1.1,26,5
12,4.8,2,8,45,5,3.1,50,0
20,4.3,5,8,52,5,1.0,68,5
146,3.6,4,8,95,5,4.2,280,4
52,9.8,5,3,43,5,2.2,43,5
18,1.8,2,6,17,1,4.1,174,7
56,3.5,5,7,8,3,4.8,118,6
24,5.1,5,4,100,2,4.9,364,4
30,5.0,1,0,113,4,4.6,268,6
80,5.0,2,8,108,7,1.8,180,5
22,2.2,5,5,102,5,1.8,52,5
31,1.9,3,2,107,6,3.5,292,7
73,2.9,2,2,47,5,3.2,190,4
9,9.2,1,9,85,3,1.0,193,1
53,1.6,4,0,92,3,2.6,39,10
51,7.7,5,7,97,1,4.6,77,4
147,7.7,3,1,50,1,4.6,188,4
159,8.2,1,0,96,6,1.8,94,7
113,8.9,2,6,113,6,2.5,24,5
13,3.0,5,8,51,1,3.2,102,0
177,2.6,1,5,90,4,4.4,301,4
155,4.9,1,7,96,6,3.1,158,4
109,3.0,3,7,57,1,4.9,357,4
52,7.5,4,8,29,5,4.2,207,4
151,6.5,4,6,45,1,4.8,346,4
78,8.8,4,8,7,7,3.9,93,6
21,1.3,2,8,81,4,4.5,323,7
29,9.2,1,0,99,1,4.3,38,6
3,3.3,2,5,17,1,2.0,335,1
58,5.2,1,7,109,5,1.9,163,5
7,4.7,3,9,22,6,4.5,340,0
11,7.7,3,8,41,5,1.3,321,1
118,4.5,2,3,47,7,2.6,54,5
158,9.5,2,1,38,7,4.3,71,4
33,9.1,3,8,85,5,4.3,41,4
81,8.8,5,8,59,1,1.6,325,5
97,1.2,4,7,56,5,3.0,131,7
126,8.6,4,2,89,3,2.9,20,5
74,7.9,3,4,40,2,2.3,0,6
104,1.5,4,1,58,2,4.7,165,7
48,1.5,5,2,63,5,3.6,59,7
78,1.5,5,0,118,6,4.9,75,9
92,0.6,1,3,56,4,1.3,90,8
153,5.7,2,4,108,7,2.6,206,5
17,9.7,4,1,23,5,4.3,87,4
95,4.7,5,2,16,6,2.7,81,5
37,5.6,2,5,96,5,2.0,16,5
86,9.7,2,5,15,1,5.0,328,4
87,2.9,1,6,52,7,4.5,209,4
49,8.7,2,8,105,7,3.2,311,4
7,5.7,2,3,96,6,3.2,52,0
168,5.9,3,4,103,7,1.0,127,5
133,3.8,1,1,112,4,4.9,145,4
68,5.8,1,5,83,5,4.2,303,4
171,1.2,4,3,20,3,1.1,309,8
120,7.8,2,4,113,6,1.7,247,5
63,3.2,4,6,75,2,4.3,0,5
156,8.9,5,5,51,6,1.3,40,5
155,4.0,2,7,71,3,4.8,72,4
138,1.9,5,5,35,7,5.0,159,7
120,7.1,3,9,80,3,4.5,211,4
64,2.1,2,7,12,7,4.0,332,6
106,7.7,4,3,93,3,2.9,295,5
146,9.7,4,6,65,4,1.3,138,5
136,7.9,2,2,48,4,3.9,303,4
154,0.7,4,0,54,6,2.6,42,10
161,6.2,2,8,39,4,3.3,178,4
171,7.1,1,8,80,2,2.2,188,5
99,8.3,4,5,65,7,2.0,245,5
81,1.0,2,1,89,1,2.3,297,8
142,5.1,2,7,94,6,4.3,153,4
50,5.6,4,9,59,5,2.7,103,5
140,2.1,1,5,70,5,2.2,10,5
82,3.6,4,6,18,6,2.7,24,5
176,4.7,2,0,114,1,1.1,295,7
111,8.4,1,2,8,5,4.6,24,6
55,9.3,5,0,21,6,3.2,83,6
178,6.5,3,9,115,6,1.4,105,5
164,4.3,4,0,116,3,2.2,240,7
144,2.9,2,0,73,2,4.9,118,6
156,9.8,1,3,28,5,3.4,107,4
160,9.8,1,6,53,2,2.2,329,5
59,9.3,5,6,59,7,2.7,179,5
119,8.0,4,4,75,6,2.0,130,5
137,3.6,1,5,27,1,1.1,294,5
174,8.3,5,1,115,6,4.4,90,4
22,4.4,2,4,85,5,2.2,240,5
148,3.6,5,6,16,2,4.4,246,4
12,7.6,4,8,15,3,2.9,167,1
100,1.3,5,5,119,3,1.7,222,8
160,1.0,1,9,79,6,4.2,277,7
23,4.8,1,3,102,1,2.5,189,5
107,4.7,3,2,115,7,3.8,18,4
10,9.0,5,8,105,4,4.3,13,0
16,1.7,2,6,118,5,4.9,242,7
174,1.7,4,5,33,6,1.3,108,8
24,1.9,3,6,66,3,1.0,189,8
93,0.8,5,7,57,3,3.2,217,7
20,1.2,2,4,52,1,2.1,298,8
83,6.8,3,2,104,3,2.9,310,5
139,4.6,1,2,95,5,1.3,235,5
36,7.8,4,1,110,1,3.0,167,4
41,9.9,5,7,90,2,1.5,267,5
144,6.8,2,0,70,1,4.4,192,6
100,1.0,1,7,115,7,4.0,241,7
47,1.5,3,2,104,5,1.3,161,8
102,8.9,4,8,52,7,4.3,363,4
27,5.5,3,1,98,5,2.3,338,5
40,8.3,3,9,63,2,2.4,278,5
98,8.6,2,8,75,6,1.7,134,5
46,9.3,1,5,61,1,4.3,192,4
145,9.5,5,0,80,5,2.6,88,7
104,5.8,2,4,7,5,1.2,41,7
123,3.7,4,9,85,2,4.9,92,4
12,9.6,3,8,109,4,2.0,214,1
140,5.7,4,5,36,1,4.7,348,4
99,1.1,2,6,12,5,2.2,0,11
30,6.6,2,3,91,3,4.3,334,4
129,6.1,5,0,106,2,3.7,163,6
15,9.0,3,4,34,4,4.4,105,4
136,6.7,2,1,19,4,4.9,231,4
72,3.8,4,7,78,2,4.5,45,4
165,9.7,5,3,59,4,2.6,204,5
53,8.1,4,0,42,5,4.3,20,6
99,6.5,3,9,19,4,3.8,176,4
108,3.3,5,6,34,1,1.2,166,5
86,4.0,5,1,50,3,4.7,293,4
172,6.9,5,2,68,5,2.9,264,5
161,1.2,1,8,30,2,1.5,275,8
136,2.9,5,8,119,3,2.7,339,5
7,7.3,4,1,113,6,3.4,7,0
6,5.1,4,2,82,5,3.3,269,0
35,4.3,3,8,71,3,3.3,317,4
17,1.9,2,0,40,4,2.0,211,10
2,4.7,2,1,94,6,3.5,162,0
